Order Priority,Discount offered,Unit Price,Freight Expenses,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,State,City,Region,Country,Order Date,Ship Date,Profit,QtyOrdered,Sales
High,0.03,3.78,0.71,Express Air,Hotels / Hospitals,Processed Meat,Tuna,Wrap Bag,Uttar Pradesh,Baghpat,North,India,10-04-2011,15-04-2011,11.7438,4,17.02
Medium,0.05,212.6,52.2,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,Andhra Pradesh,Nellore,South,India,10-04-2011,12-04-2011,-248.78,2,426.93
High,0.01,11.33,6.12,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Medium Box,Madhya Pradesh,Indore,West,India,11-04-2011,13-04-2011,-8.45,2,24.92
High,0.1,3.36,6.27,Express Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Madhya Pradesh,Indore,West,India,11-04-2011,12-04-2011,-47.0235,3,13.52
High,0.05,122.99,70.2,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Madhya Pradesh,Indore,West,India,11-04-2011,13-04-2011,-885.73,4,484.91
High,0.02,14.98,8.99,Express Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,Madhya Pradesh,Indore,West,India,11-04-2011,12-04-2011,65.35,7,112.37
High,0.01,7.31,0.49,Regular Air,Restaurant Chain,Processed Meat,Oysters (Clam),Small Box,Andhra Pradesh,Tirupati,South,India,11-04-2011,15-04-2011,53.9304,10,78.16
High,0.06,10.06,2.06,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Andhra Pradesh,Tirupati,South,India,11-04-2011,15-04-2011,79.4535,12,115.15
High,0.04,3.28,3.97,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Lucknow,North,India,11-04-2011,11-04-2011,-22.84,2,7.54
High,0.1,55.99,2.5,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Pack,Uttar Pradesh,Sitapur,North,India,11-04-2011,12-04-2011,-155.298,6,278.06
Low,0.05,65.99,7.69,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Maharashtra,Kalyan,West,India,11-04-2011,11-04-2011,0.711,5,276.24
Medium,0.07,33.98,19.99,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Box,Madhya Pradesh,Rewa,West,India,15-04-2011,17-04-2011,-138.54,32,1031.23
High,0.08,6.45,1.34,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,Andhra Pradesh,Narasaraopet,South,India,15-04-2011,15-04-2011,-223.629,10,61.46
Medium,0.1,35.77,9.02,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Chhattisgarh,Raipur,North,India,15-04-2011,17-04-2011,-160.72,2,67.29
Low,0.1,449.99,49,Delivery Truck,Stand Alone Restaurants,Canned Foods,Wild Berry,Jumbo Drum,West Bengal,Ghatal,East,India,16-04-2011,20-04-2011,3386.8581,12,4908.49
Low,0.0001,19.23,6.15,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Pack,West Bengal,Ghatal,East,India,16-04-2011,23-04-2011,137.7585,10,199.65
Medium,0.08,32.98,5.5,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Telangana,Karimnagar,South,India,19-04-2011,20-04-2011,581.652,1,31.72
Medium,0.02,125.99,8.08,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Tenkasi,South,India,20-04-2011,21-04-2011,194.211,4,440.79
Medium,0.01,500.98,26,Delivery Truck,Stand Alone Restaurants,Preserved Food,Sundried Tomatoes,Jumbo Drum,Telangana,Nizamabad,South,India,20-04-2011,21-04-2011,4435.1613,12,6427.77
High,0.09,29.14,4.86,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Telangana,Nizamabad,South,India,20-04-2011,22-04-2011,158.9277,8,230.33
Low,0.02,160.98,30,Delivery Truck,Restaurant Chain,Preserved Food,Sundried Tomatoes,Jumbo Drum,Uttar Pradesh,Amroha,North,India,20-04-2011,22-04-2011,-90.41,1,200.38
High,0.1,7.1,6.05,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Madhya Pradesh,Sidhi,West,India,22-04-2011,24-04-2011,1090.656,10,66.13
Medium,0.06,35.99,1.1,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Maharashtra,Jalna,West,India,22-04-2011,23-04-2011,19.386,5,146.65
Medium,0.07,195.99,8.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Assam,Silchar,East,India,25-04-2011,26-04-2011,4449.858,1,156.48
High,0.1,1.82,1,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Andhra Pradesh,Narasaraopet,South,India,25-04-2011,26-04-2011,21.222,10,17.61
High,0.08,8.69,2.99,Express Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,West Bengal,Jangipur,East,India,25-04-2011,26-04-2011,46.971,9,76.64
High,0.07,415.88,11.37,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Uttar Pradesh,Unnao,North,India,26-04-2011,27-04-2011,3023.6421,11,4382.09
High,0.07,4.13,0.5,Regular Air,Restaurant Chain,Processed Meat,Oysters (Clam),Small Box,Rajasthan,Jaipur,West,India,26-04-2011,27-04-2011,-132.692,7,27.55
High,0.09,4.28,6.72,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Arani,South,India,26-04-2011,28-04-2011,0.702,3,13.72
Medium,0.09,30.73,4,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Madhya Pradesh,Chhindwara,West,India,27-04-2011,28-04-2011,-69.0529,3,88.34
High,0.1,19.98,5.77,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Chhindwara,West,India,27-04-2011,29-04-2011,91.674,3,55.68
High,0.05,419.19,19.99,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Madhya Pradesh,Chhindwara,West,India,27-04-2011,29-04-2011,82.5552,5,1991.15
High,0.07,67.28,19.99,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Tamil Nadu,Tiruvallur,South,India,28-04-2011,05-05-2011,497.5176,11,721.04
High,0.05,80.98,35,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Large Box,Uttar Pradesh,Bareilly,North,India,02-05-2011,04-05-2011,3.822,14,1111.47
High,0.08,12.64,4.98,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,Gujarat,Bardoli,West,India,03-05-2011,04-05-2011,184.584,18,225.76
High,0.08,306.14,26.53,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Drum,Gujarat,Bardoli,West,India,03-05-2011,05-05-2011,-98.434,7,1592.97
High,0.07,6.48,10.05,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Haryana,Gurgaon,North,India,04-05-2011,04-05-2011,8.994,12,76.08
High,0.07,140.98,36.09,Delivery Truck,Stand Alone Restaurants,Preserved Food,Pickle,Jumbo Box,Madhya Pradesh,Balaghat,West,India,05-05-2011,06-05-2011,-213.556,13,1734.17
High,0.0001,3.98,5.26,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Madhya Pradesh,Tikamgarh,West,India,06-05-2011,08-05-2011,-29.532,3,14.41
Medium,0.07,92.23,39.61,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Medium Box,Maharashtra,Shirdi,West,India,07-05-2011,08-05-2011,46.8,4,359.73
High,0.04,4.28,6.72,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Maharashtra,Shirdi,West,India,07-05-2011,10-05-2011,-14.81,1,6.35
High,0.04,24.95,2.99,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Bihar,Siwan,North,India,10-05-2011,12-05-2011,545.616,14,356.55
High,0.03,44.43,46.59,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Uttar Pradesh,Bijnor,North,India,10-05-2011,11-05-2011,-1052.79,12,439.7
Medium,0.06,350.99,39,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Uttar Pradesh,Ghaziabad,North,India,11-05-2011,13-05-2011,3325.03,54,18407.67
High,0.0001,420.98,19.99,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Madhya Pradesh,Damoh,West,India,11-05-2011,13-05-2011,416.0155,2,867.22
High,0.02,6.48,9.68,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Damoh,West,India,11-05-2011,12-05-2011,-238.45,16,110.21
High,0.07,36.55,13.89,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Hoshangabad,West,India,11-05-2011,13-05-2011,202.68,17,588.55
High,0.01,4.91,0.5,Express Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Jharkhand,Giridih,North,India,14-05-2011,16-05-2011,60.48,9,49.37
High,0.09,1.86,2.58,Regular Air,Restaurant Chain,Processed Meat,Tuna,Wrap Bag,Uttar Pradesh,Sitapur,North,India,14-05-2011,16-05-2011,-94.95,15,26.84
High,0.04,125.99,8.99,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Sitapur,North,India,14-05-2011,16-05-2011,910.8345,12,1320.05
High,0.07,2.88,0.99,Regular Air,Restaurant Chain,Processed Meat,Oysters (Clam),Small Box,Bihar,Darbhanga,North,India,15-05-2011,15-05-2011,0.88,3,8.57
Medium,0.09,808.49,55.3,Delivery Truck,Restaurant Chain,Canned Foods,Sliced Pineapple,Jumbo Drum,Bihar,Darbhanga,North,India,15-05-2011,17-05-2011,2713.95,6,4502.64
High,0.1,6.48,6.35,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,West Bengal,Ranaghat,East,India,15-05-2011,15-05-2011,-143.65,17,101.44
Low,0.01,270.97,28.06,Delivery Truck,Personel Usage,Canned Foods,Sliced Pineapple,Jumbo Drum,Maharashtra,Nandurbar,West,India,17-05-2011,24-05-2011,2206.0818,11,3197.22
High,0.05,4.63,1.93,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Karnataka,Raichur,South,India,17-05-2011,19-05-2011,-4.96,14,62.27
Low,0.01,65.99,8.8,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Karnataka,Raichur,South,India,17-05-2011,26-05-2011,668.961,17,1003.31
High,0.01,3.57,4.17,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Small Pack,Karnataka,Kolar,South,India,19-05-2011,20-05-2011,-119.35,17,65.23
High,0.07,37.76,12.9,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Karnataka,Kolar,South,India,19-05-2011,20-05-2011,25.51,15,552.43
High,0.02,124.49,51.94,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,Karnataka,Kolar,South,India,19-05-2011,21-05-2011,-365.44,13,1284.24
High,0.05,4.91,0.5,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Telangana,Adilabad,South,India,20-05-2011,21-05-2011,-31.472,11,54.39
Not Specified,0.03,12.07,6.2,Regular Air,Personel Usage,Preserved Food,Marmalade,Wrap Bag,Bihar,Gaya,North,India,20-05-2011,21-05-2011,-71.75,13,166.62
High,0.08,8.85,5.6,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Uttar Pradesh,Kairana,North,India,21-05-2011,22-05-2011,-26.45,17,147.4
High,0.09,2.61,0.5,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Uttar Pradesh,Kairana,North,India,21-05-2011,21-05-2011,27.393,16,39.7
High,0.05,4.98,4.7,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Kairana,North,India,21-05-2011,22-05-2011,-14.33,2,11.44
High,0.02,2.47,1.02,Regular Air,Restaurant Chain,Processed Meat,Tuna,Wrap Bag,Tamil Nadu,Tiruvallur,South,India,21-05-2011,22-05-2011,24.27,16,42.21
Critical,0.1,125.99,8.8,Express Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Kerala,Kasaragod,South,India,23-05-2011,24-05-2011,-360.305,3,308.38
High,0.06,8.5,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Tamil Nadu,Karur,South,India,23-05-2011,23-05-2011,-71.344,11,92.11
High,0.04,2.18,0.78,Regular Air,Personel Usage,Processed Meat,Tuna,Wrap Bag,Tamil Nadu,Karur,South,India,23-05-2011,23-05-2011,-421.1969762,6,13.1
High,0.02,12.28,6.13,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Tamil Nadu,Karur,South,India,23-05-2011,23-05-2011,-583.38,12,156.75
Critical,0.08,400.97,48.26,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Box,Uttar Pradesh,Misrikh,North,India,24-05-2011,27-05-2011,2054.4129,9,2977.41
Low,0.0001,46.94,6.77,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Gujarat,Amreli,West,India,24-05-2011,02-06-2011,607.9935,18,881.15
High,0.09,161.55,19.99,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,Gujarat,Amreli,West,India,24-05-2011,28-05-2011,-139.75,3,458.42
High,0.09,5.58,5.3,Express Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,Uttar Pradesh,Hamirpur,North,India,24-05-2011,25-05-2011,-39.67,7,40.79
Not Specified,0.09,280.98,57,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Telangana,Warangal,South,India,25-05-2011,27-05-2011,546.996,2,554.64
High,0.07,11.58,6.97,Regular Air,Personel Usage,Processed Meat,Caviar,Small Box,Uttar Pradesh,Ghaziabad,North,India,26-05-2011,26-05-2011,-2.23,71,812.96
High,0.0001,15.31,8.78,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Uttar Pradesh,Ghaziabad,North,India,26-05-2011,27-05-2011,-43.22,28,471.62
High,0.03,5.18,2.04,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Rajasthan,Kota,West,India,26-05-2011,28-05-2011,-43.008,16,83.56
High,0.08,6.3,0.5,Express Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Chhattisgarh,Mahasamund,North,India,27-05-2011,05-06-2011,74.451,17,107.9
Not Specified,0.07,8.5,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Khajuraho,West,India,28-05-2011,30-05-2011,37.09,11,93.77
Not Specified,0.01,31.78,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Maharashtra,Parbhani,West,India,28-05-2011,29-05-2011,325.197,14,471.3
Medium,0.02,40.99,8.97,Regular Air,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Small Box,Tamil Nadu,Thanjavur,South,India,28-05-2011,28-05-2011,395.85,17,727.04
High,0.04,4.91,0.5,Regular Air,Restaurant Chain,Processed Meat,Oysters (Clam),Small Box,Bihar,Jhanjharpur,North,India,29-05-2011,30-05-2011,54.6921,52,250
High,0.08,85.99,0.99,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Wrap Bag,Bihar,Jhanjharpur,North,India,29-05-2011,31-05-2011,791.81136,71,5060.79
Low,0.01,95.99,4.9,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Kerala,Trivandrum,South,India,29-05-2011,03-06-2011,132.954,16,1369.95
High,0.03,105.98,13.99,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Medium Box,Karnataka,Kolar,South,India,29-05-2011,31-05-2011,534.6603,7,774.87
Not Specified,0.1,150.98,16.01,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Bihar,Jhanjharpur,North,India,03-06-2011,04-06-2011,84.6066285,27,3986.34
High,0.09,3.98,5.26,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Madhya Pradesh,Khargone,West,India,04-06-2011,04-06-2011,-58.4568,8,33.01
High,0.01,8.34,1.43,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,Madhya Pradesh,Rewa,West,India,06-06-2011,08-06-2011,163.42,65,554.93
High,0.08,4.98,0.49,Express Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Maharashtra,Amravati,West,India,06-06-2011,06-06-2011,40.6548,11,58.92
High,0.01,2.88,0.99,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Madhya Pradesh,Khajuraho,West,India,09-06-2011,10-06-2011,4.512,4,11.92
Low,0.02,49.34,10.25,Regular Air,Personel Usage,Preserved Food,Marmalade,Large Box,West Bengal,Raiganj,East,India,09-06-2011,13-06-2011,9.888,17,834.1
High,0.05,3.28,1.95,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,West Bengal,Raiganj,East,India,09-06-2011,16-06-2011,-30.968,15,51.19
High,0.05,1.81,1.56,Regular Air,Personel Usage,Processed Meat,Tuna,Wrap Bag,West Bengal,Raiganj,East,India,09-06-2011,11-06-2011,-630.98,3,5.79
Low,0.08,26.48,6.93,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Bihar,Purnia,North,India,11-06-2011,18-06-2011,3.348,18,476.24
High,0.1,205.99,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Dindigul,South,India,16-06-2011,18-06-2011,-207.988,5,787.91
Low,0.09,8.33,1.99,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Rewa,West,India,17-06-2011,19-06-2011,-17.01,12,100.32
High,0.08,15.67,1.39,Regular Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,Madhya Pradesh,Rewa,West,India,17-06-2011,21-06-2011,203.01,44,678.72
High,0.07,15.67,1.39,Regular Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,Bihar,Khagaria,North,India,17-06-2011,19-06-2011,350.4873,14,218.3
High,0.03,4.13,5.34,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,West Bengal,Ghatal,East,India,19-06-2011,20-06-2011,-57.2332,8,34.72
High,0.1,4.13,0.5,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,West Bengal,Ghatal,East,India,19-06-2011,20-06-2011,43.7253,17,63.37
Medium,0.08,20.99,4.81,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Medium Box,West Bengal,Ghatal,East,India,19-06-2011,21-06-2011,-58.9952,3,54.05
High,0.03,4.06,6.89,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Chhattisgarh,Rajnandgaon,North,India,21-06-2011,28-06-2011,131.3226,6,27.24
High,0.01,22.38,15.1,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Bihar,Madhubani,North,India,21-06-2011,23-06-2011,-58.7236,13,299.57
High,0.09,85.99,0.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Wrap Bag,Chhattisgarh,Durg,North,India,22-06-2011,24-06-2011,-270.1248,2,134.36
High,0.04,208.16,68.02,Delivery Truck,Hotels / Hospitals,Processed Meat,Jelly Fish,Jumbo Drum,West Bengal,Murshidabad,East,India,23-06-2011,24-06-2011,755.28,15,3233.49
High,0.09,67.28,19.99,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Maharashtra,Dhule,West,India,23-06-2011,25-06-2011,12.774,9,580.89
High,0.1,42.76,6.22,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Maharashtra,Dhule,West,India,23-06-2011,24-06-2011,-66.556,7,287.97
High,0.03,6.48,6.6,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Bihar,Jhanjharpur,North,India,25-06-2011,27-06-2011,-95.4009,42,289.74
Critical,0.06,348.21,40.19,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Uttar Pradesh,Robertsganj,North,India,25-06-2011,28-06-2011,1699.4769,9,2463.01
Critical,0.02,35.99,5.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Wrap Bag,Uttar Pradesh,Robertsganj,North,India,25-06-2011,26-06-2011,414.0207,19,600.03
High,0.04,38.76,13.26,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Chhattisgarh,Mahasamund,North,India,30-06-2011,05-07-2011,278.6979,10,403.91
Critical,0.06,119.99,56.14,Delivery Truck,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Jumbo Box,Gujarat,Rajkot,West,India,03-07-2011,05-07-2011,-34.3041,11,1270.75
High,0.07,36.55,13.89,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,Gujarat,Rajkot,West,India,03-07-2011,06-07-2011,104.37,7,253.89
High,0.06,1.26,0.7,Regular Air,Hotels / Hospitals,Processed Meat,Tuna,Wrap Bag,Karnataka,Tumkur,South,India,03-07-2011,04-07-2011,-2.73,1,1.62
High,0.04,80.98,35,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Large Box,Karnataka,Tumkur,South,India,03-07-2011,04-07-2011,-921.68,11,874.4
Critical,0.07,65.99,5.26,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Karnataka,Tumkur,South,India,03-07-2011,03-07-2011,-204.93,2,106.65
High,0.07,21.98,8.32,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Bahraich,North,India,03-07-2011,05-07-2011,-8.88,1,29.99
High,0.08,4.76,0.88,Express Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Maharashtra,Chandrapur,West,India,03-07-2011,05-07-2011,10.2741,3,14.89
High,0.09,150.98,13.99,Regular Air,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Medium Box,Bihar,Jhanjharpur,North,India,04-07-2011,04-07-2011,1884.4621,55,6814.28
Low,0.09,19.98,4,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Madhya Pradesh,Ratlam,West,India,04-07-2011,11-07-2011,-65.67,2,40.87
High,0.01,18.94,1.49,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Madhya Pradesh,Morena,West,India,04-07-2011,05-07-2011,27.1722,2,39.38
High,0.09,2.98,2.03,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Tikamgarh,West,India,04-07-2011,06-07-2011,-31.22,10,29.63
Medium,0.05,71.37,69,Regular Air,Personel Usage,Preserved Food,Jams,Large Box,Madhya Pradesh,Rewa,West,India,09-07-2011,09-07-2011,-1730.3,47,2819.81
High,0.09,39.98,9.2,Express Air,Personel Usage,Preserved Food,Marmalade,Wrap Bag,Maharashtra,Nandurbar,West,India,09-07-2011,11-07-2011,154.16,11,409.73
Medium,0.06,17.48,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Uttar Pradesh,Sultanpur,North,India,16-07-2011,17-07-2011,-0.896,3,52.42
High,0.05,4.37,5.15,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Rajasthan,Jaipur,West,India,17-07-2011,19-07-2011,-145.1,13,58.26
High,0.06,19.84,4.1,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Rajasthan,Jaipur,West,India,17-07-2011,19-07-2011,106.8396,8,154.84
Medium,0.02,15.98,4,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Punjab,Hoshiarpur,West,India,18-07-2011,18-07-2011,31.4874,14,227.04
Medium,0.01,243.98,62.94,Delivery Truck,Restaurant Chain,Preserved Food,Sundried Tomatoes,Jumbo Drum,Maharashtra,Latur,West,India,18-07-2011,19-07-2011,-7.49,1,277.84
High,0.01,2.62,0.8,Express Air,Restaurant Chain,Processed Meat,Tuna,Wrap Bag,Orissa,Bhadrak,East,India,19-07-2011,20-07-2011,-117.7876,14,38.95
Not Specified,0.06,125.99,8.08,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Orissa,Bhadrak,East,India,19-07-2011,20-07-2011,-375.704,3,308.04
Not Specified,0.08,205.99,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Orissa,Jajapur,East,India,19-07-2011,21-07-2011,288.342,2,347.94
Critical,0.02,120.98,30,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Madhya Pradesh,Rewa,West,India,23-07-2011,24-07-2011,-64.14,14,1711.44
High,0.0001,80.98,4.5,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Maharashtra,Kalyan,West,India,23-07-2011,25-07-2011,157.45,3,252.66
